Total itemsets found: 4897
Elapsed time: 5682ms
[64] - 514.22
[68] - 555.2199999999993
[47] - 561.5899999999999
[46] - 593.21
[7] - 625.9999999999998
[123] - 639.7499999999997
[88, 21] - 584.0994000000001
[79, 21] - 591.3639000000004
[94, 21] - 588.1841999999995
[36, 21] - 591.8744999999994
[90, 21] - 599.8233999999993
[55, 22] - 572.2591000000001
[22, 41] - 566.5232999999995
[22, 38] - 576.5353999999999
[22, 97] - 596.7493999999998
[22, 94] - 599.3989999999992
[22, 36] - 604.7612999999997
[22, 90] - 604.4610000000006
[44, 1] - 564.6075999999995
[44, 71] - 517.9348
[44, 67] - 555.5119000000002
[44, 41] - 534.1138999999995
[44, 97] - 622.6347999999987
[44, 94] - 594.5397999999996
[44, 36] - 588.9077
[44, 90] - 624.8185999999995
[2, 125] - 566.2590999999993
[24, 125] - 563.4760999999999
[125, 38] - 638.5596000000014
[125, 97] - 620.8170999999991
[125, 94] - 640.4320999999999
[36, 125] - 648.0973999999998
[125, 90] - 645.1415000000006
[23, 53] - 550.7477000000002
[104, 53] - 551.2951
[1, 53] - 552.5098000000002
[71, 53] - 534.4706000000004
[67, 53] - 578.7213999999998
[41, 53] - 567.4458999999995
[38, 53] - 580.6131000000005
[97, 53] - 531.5153000000004
[66, 24, 36, 38, 94] - 531.4094283871993
[66, 24, 38, 90, 94] - 537.7566188492009
[66, 24, 36, 38, 90] - 530.0300239464015
[66, 24, 36, 94, 97] - 526.0228537146014
[66, 24, 90, 94, 97] - 525.8756348532004
[66, 24, 36, 90, 97] - 524.3236358332992
[66, 24, 36, 90, 94] - 567.2556825724009
[66, 38, 41] - 566.3255659999996
[66, 41, 97] - 541.7922089999995
[66, 94, 41] - 624.6500440000008
[66, 36, 41] - 611.9633750000008
[66, 90, 41] - 625.3024720000004
[66, 36, 38, 94, 97] - 525.2417433016001
[66, 38, 90, 94, 97] - 524.5911790907002
[66, 36, 38, 90, 97] - 522.8982041536998
[66, 36, 38, 90, 94] - 530.0831593681
[66, 36, 90, 94, 97] - 523.8704433532002
[100, 114, 63, 42] - 556.4151169100006
[2, 114, 63, 42] - 559.8402350200009
[114, 63, 42, 120] - 555.6655081100009
[56, 114, 63, 42] - 553.1201714100016
[24, 114, 63, 42] - 560.2189047799994
[114, 38, 63, 42] - 554.0584834000006
[114, 63, 97, 42] - 562.8212709100009
[114, 94, 63, 42] - 558.8993919100006
[36, 114, 63, 42] - 559.7765041199997
[114, 90, 63, 42] - 558.5149048299998
[100, 2, 114, 63] - 553.3589994199998
[100, 114, 63, 120] - 549.6692455099994
[56, 100, 114, 63] - 547.967188139999
[100, 24, 114, 63] - 555.6146201499992
[100, 114, 38, 63] - 611.0800106100008
[100, 114, 63, 97] - 556.1825157100009
[100, 114, 94, 63] - 613.3860354300003
[100, 36, 114, 63] - 617.5601674299995
[100, 114, 90, 63] - 615.4729593000008
[2, 114, 63, 120] - 552.7045718199996
[56, 2, 114, 63] - 551.0430114999996
[24, 2, 114, 63] - 558.9919410299999
[2, 114, 38, 63] - 551.3465862900002
[2, 114, 63, 97] - 558.9649772100003
[2, 114, 94, 63] - 555.2998315400008
[2, 36, 114, 63] - 556.6661836100006
[2, 114, 90, 63] - 556.849892490001
[56, 114, 63, 120] - 546.59782885
[24, 114, 63, 120] - 554.3727981100013
[114, 38, 63, 120] - 547.6258761300011
[114, 63, 97, 120] - 555.8960371500009
[114, 94, 63, 120] - 552.4986385900002
[36, 114, 63, 120] - 551.8016960800009
[114, 90, 63, 120] - 551.6071949400008
[88, 114, 63] - 530.8414290000005
[79, 114, 63] - 542.2263140000003
[56, 24, 114, 63] - 550.9121287700007
[56, 114, 38, 63] - 544.5627895400003
[56, 114, 63, 97] - 553.393905280001
[56, 114, 94, 63] - 548.5246538000011
[56, 36, 114, 63] - 550.8480566200001
[56, 114, 90, 63] - 549.2893635599993
[24, 114, 38, 63] - 552.0254696199993
[24, 114, 63, 97] - 561.0941422300004
[24, 114, 94, 63] - 649.00431214
[24, 36, 114, 63] - 650.1549400899995
[24, 114, 90, 63] - 651.6631936399997
[114, 71, 63] - 506.42831399999966
[67, 114, 63] - 508.8983959999994
[114, 38, 63, 97] - 554.3901382199998
[114, 38, 94, 63] - 610.8379658900002
[36, 114, 38, 63] - 614.5609345500008
[114, 38, 90, 63] - 612.8386900799993
[114, 94, 63, 97] - 558.7430173000002
[36, 114, 63, 97] - 559.4439573600006
[114, 90, 63, 97] - 558.8108230700008
[36, 114, 90, 94, 63] - 531.2946507431003
[100, 2, 114, 42] - 557.6398172100005
[100, 114, 42, 120] - 573.8230855300013
[56, 100, 114, 42] - 549.0100972600007
[100, 24, 114, 42] - 580.4285073199993
[100, 114, 38, 42] - 549.4187711799993
[100, 114, 97, 42] - 582.30291019
[100, 114, 94, 42] - 575.8643173500008
[100, 36, 114, 42] - 579.4875026599996
[100, 114, 90, 42] - 577.5156920999993
[2, 114, 42, 120] - 555.0537245600003
[56, 2, 114, 42] - 552.8364096699999
[24, 2, 114, 42] - 563.1526207699997
[2, 114, 38, 42] - 553.2445754100006
[2, 114, 97, 42] - 566.8244536100007
[2, 114, 94, 42] - 559.7557009000002
[2, 36, 114, 42] - 564.3335494900014
[2, 114, 90, 42] - 563.8263434500002
[56, 114, 42, 120] - 548.6722773800001
[24, 114, 42, 120] - 578.8600379500006
[114, 38, 42, 120] - 549.3753884199992
[114, 97, 42, 120] - 581.5321174299992
[114, 94, 42, 120] - 578.2294017400006
[36, 114, 42, 120] - 577.6065439399998
[114, 90, 42, 120] - 576.0113182799995
[56, 24, 114, 42] - 552.2223013700004
[56, 114, 38, 42] - 545.7883575200001
[56, 114, 97, 42] - 555.4996988199995
[56, 114, 94, 42] - 550.4045672400002
[56, 36, 114, 42] - 552.8825242099994
[56, 114, 90, 42] - 550.8252330899998
[24, 114, 38, 42] - 553.0921782999994
[24, 114, 97, 42] - 587.7974046400002
[24, 114, 94, 42] - 582.2002164699974
[24, 36, 114, 42] - 584.5947943600006
[24, 114, 90, 42] - 583.1427364400008
[114, 38, 97, 42] - 556.6018635799996
[114, 38, 94, 42] - 552.0127252899999
[36, 114, 38, 42] - 553.3410460800005
[114, 38, 90, 42] - 551.8950277599989
[114, 94, 42, 97] - 586.5475313899998
[36, 114, 42, 97] - 589.6773523700001
[114, 90, 42, 97] - 587.8130136899993
[36, 114, 94, 42] - 582.604545980001
[114, 90, 94, 42] - 581.690868619999
[36, 114, 90, 42] - 584.7612358699989
[12, 114] - 632.1941999999996
[100, 2, 114, 120] - 548.3765994000007
[56, 100, 2, 114] - 546.60835185
[100, 24, 2, 114] - 557.6233751000004
[100, 2, 114, 38] - 546.4357448000002
[100, 2, 114, 97] - 556.221884229999
[100, 2, 114, 94] - 549.8394718399995
[100, 2, 36, 114] - 554.4681696900002
[100, 2, 114, 90] - 554.4802917499986
[56, 100, 114, 120] - 542.88200559
[100, 24, 114, 120] - 573.0131962600003
[100, 114, 38, 120] - 543.2415104700001
[100, 114, 97, 120] - 573.6679088500007
[100, 114, 94, 120] - 570.0275337899985
[100, 36, 114, 120] - 570.1975217899992
[100, 114, 90, 120] - 569.2711956000006
[100, 56, 24, 114] - 547.5207603499989
[100, 56, 114, 38] - 540.3087453800008
[100, 56, 114, 97] - 548.9815746200002
[100, 56, 114, 94] - 543.9124717900005
[100, 56, 36, 114] - 546.7770523299988
[100, 56, 114, 90] - 545.2411048700001
[100, 24, 114, 38] - 548.0451754700002
[100, 24, 114, 97] - 580.9668965399993
[100, 24, 114, 94] - 575.1567336399999
[100, 24, 36, 114] - 578.26199993
[100, 24, 114, 90] - 577.37418933
[100, 114, 38, 97] - 549.2474104100002
[100, 114, 38, 94] - 602.6962181400008
[100, 36, 114, 38] - 606.991071109999
[100, 114, 38, 90] - 604.9740701099998
[100, 114, 94, 97] - 574.7919163000004
[100, 36, 114, 97] - 579.1779940600009
[100, 114, 90, 97] - 577.6013311500001
[100, 36, 114, 94] - 630.5001266000005
[100, 114, 90, 94] - 628.6688978299995
[100, 36, 114, 90] - 635.6178440899997
[11, 114] - 617.1379999999995
[56, 2, 114, 120] - 546.4354673499987
[24, 2, 114, 120] - 554.4224326800012
[2, 114, 38, 120] - 546.77881552
[2, 114, 97, 120] - 554.5309990799991
[2, 114, 94, 120] - 551.0687707300004
[2, 36, 114, 120] - 551.62334673
[2, 114, 90, 120] - 552.0054126200008
[56, 24, 2, 114] - 551.8838446600002
[56, 2, 114, 38] - 543.9606240299995
[56, 2, 114, 97] - 552.4085059699999
[56, 2, 114, 94] - 547.6537623499996
[56, 2, 36, 114] - 550.8963769399991
[56, 2, 114, 90] - 549.9869792100008
[2, 24, 114, 38] - 568.7431415500006
[2, 24, 114, 97] - 563.1250372300003
[2, 24, 114, 94] - 574.4226771599992
[2, 24, 36, 114] - 569.7431799899997
[2, 24, 114, 90] - 578.5926147199998
[2, 114, 38, 97] - 552.9045783799994
[2, 114, 38, 94] - 565.4407551599999
[2, 36, 114, 38] - 559.57966651
[2, 114, 38, 90] - 567.5102279299996
[2, 114, 94, 97] - 559.0272694400004
[2, 36, 114, 97] - 563.4357285300002
[2, 114, 90, 97] - 563.51384923
[2, 36, 114, 94] - 565.4070353699992
[2, 114, 90, 94] - 575.0556345300001
[2, 36, 114, 90] - 571.1624226300002
[56, 24, 114, 120] - 546.5708234400008
[56, 114, 38, 120] - 539.9752532499996
[56, 114, 97, 120] - 549.04366513
[56, 114, 94, 120] - 544.5506007699992
[56, 36, 114, 120] - 545.7331515099996
[56, 114, 90, 120] - 544.4028136900002
[24, 114, 38, 120] - 547.4749626000004
[24, 114, 97, 120] - 579.8339380799991
[24, 114, 94, 120] - 576.8489109199998
[24, 36, 114, 120] - 576.0395904399992
[24, 114, 90, 120] - 575.5197131000011
[114, 38, 97, 120] - 549.9338994899997
[114, 38, 94, 120] - 550.4310087300008
[36, 114, 38, 120] - 550.6890406100008
[114, 38, 90, 120] - 550.7140194800004
[114, 94, 97, 120] - 577.7932883400006
[36, 114, 97, 120] - 577.7042350099996
[114, 90, 97, 120] - 576.4663694199988
[36, 114, 94, 120] - 577.7162843500001
[114, 90, 94, 120] - 577.8493541800001
[36, 114, 90, 120] - 577.8178390500007
[88, 114, 94] - 538.0326379999999
[88, 36, 114] - 546.2109719999993
[88, 114, 90] - 544.211385
[24, 79, 114] - 531.7381720000001
[79, 114, 94] - 579.9512459999996
[79, 36, 114] - 586.7644739999996
[79, 114, 90] - 582.6194420000003
[56, 24, 114, 38] - 543.5571104900005
[56, 24, 114, 97] - 553.1726628999999
[56, 24, 114, 94] - 548.7578392899989
[56, 24, 36, 114] - 550.9236643199991
[56, 24, 114, 90] - 549.3508595399994
[56, 114, 38, 97] - 546.5954089200004
[56, 114, 38, 94] - 541.1653075200002
[56, 36, 114, 38] - 544.0895957099995
[56, 114, 38, 90] - 542.2079990400005
[56, 114, 94, 97] - 550.6724674700005
[56, 36, 114, 97] - 552.85519411
[56, 114, 90, 97] - 551.1793553799998
[56, 36, 114, 94] - 547.3984999500001
[56, 114, 90, 94] - 546.7002943400008
[56, 36, 114, 90] - 549.0819128300008
[24, 114, 38, 97] - 554.1204518299992
[24, 114, 38, 94] - 572.1631707099999
[24, 36, 114, 38] - 564.56809835
[24, 114, 38, 90] - 572.9094316499992
[24, 114, 94, 97] - 582.4137442299992
[24, 36, 114, 97] - 585.2163348500005
[24, 114, 90, 97] - 584.3233228399989
[24, 36, 114, 90, 94] - 514.979014038
[114, 71, 94] - 529.190187
[36, 114, 71] - 532.5630360000008
[114, 90, 71] - 535.802282
[67, 114, 94] - 531.8148649999993
[67, 36, 114] - 535.4364280000005
[67, 114, 90] - 539.1112189999994
[114, 38, 94, 97] - 551.8752307199995
[36, 114, 38, 97] - 553.81872308
[114, 38, 90, 97] - 552.5748677099992
[36, 114, 38, 94] - 630.4462271699994
[114, 38, 90, 94] - 638.6971621799997
[36, 114, 38, 90] - 634.9764502500003
[36, 114, 94, 97] - 582.19083741
[114, 90, 94, 97] - 581.8183637800004
[36, 114, 90, 97] - 585.1634044800006
[57, 128, 9] - 515.0391219999996
[128, 9, 97] - 526.4770659999999
[128, 9, 94] - 522.2136359999994
[36, 128, 9] - 524.0660300000003
[90, 128, 9] - 525.6558609999993
[6, 9] - 610.3645000000004
[23, 9] - 510.1216999999998
[55, 9] - 580.0501999999988
[57, 9, 41] - 639.0718389999992
[57, 38, 9] - 652.0291990000003
[57, 9, 94, 97] - 534.9634666799996
[57, 36, 9, 97] - 535.8126923799996
[57, 90, 9, 97] - 537.9675435399992
[57, 36, 9, 94] - 530.2049371199996
[57, 90, 9, 94] - 531.8406290999998
[57, 36, 90, 9] - 534.4441919000012
[1, 9, 94, 31] - 527.38191047
[1, 36, 9, 31] - 527.2165443399991
[1, 90, 9, 31] - 529.7671464100001
[56, 9, 31] - 583.0602029999992
[9, 71, 31] - 555.8685470000004
[67, 9, 31] - 558.2882570000003
[9, 41, 31] - 649.9215990000007
[9, 97, 31] - 654.0621909999991
[36, 9, 94, 31] - 534.2663746900002
[90, 9, 94, 31] - 537.2646097300003
[36, 90, 9, 31] - 535.5968499999999
[5, 9, 94] - 519.6164210000004
[36, 5, 9] - 519.6224620000002
[5, 90, 9] - 524.7917120000003
[104, 9, 94] - 520.168566000001
[36, 104, 9] - 526.0275410000004
[104, 90, 9] - 531.2685990000003
[9, 120] - 536.1194999999999
[56, 1, 9] - 596.1606849999996
[1, 9, 71] - 570.6430440000004
[67, 1, 9] - 571.49836
[1, 9, 41] - 638.640338000001
[1, 9, 97] - 660.3788609999997
[1, 36, 9, 94] - 536.8899356699994
[1, 90, 9, 94] - 538.4859691400007
[1, 36, 90, 9] - 540.08402177
[88, 9] - 666.8552999999989
[79, 9, 94] - 520.7244469999995
[79, 36, 9] - 520.1934879999995
[79, 90, 9] - 526.2767969999995
[56, 9, 41] - 578.7128090000012
[56, 9, 97] - 604.3789579999996
[56, 9, 94] - 602.2189010000006
[56, 36, 9] - 601.1061029999995
[56, 90, 9] - 598.4337840000003
[24, 9, 41] - 545.251577
[24, 9, 97] - 596.5522099999993
[24, 9, 94] - 652.2160579999995
[24, 36, 9] - 651.1240950000004
[24, 90, 9] - 655.4580609999998
[67, 9, 71] - 544.4888880000002
[9, 71, 97] - 585.6312490000003
[9, 71, 94] - 609.3244669999998
[36, 9, 71] - 612.6687089999988
[90, 9, 71] - 613.4953820000009
[67, 9, 41] - 505.98286800000017
[67, 9, 97] - 590.9497839999985
[67, 9, 94] - 610.970657
[67, 36, 9] - 613.6751880000008
[67, 90, 9] - 618.3200389999992
[38, 9, 41] - 634.3625140000004
[9, 94, 41, 97] - 641.8762467200004
[36, 9, 41, 97] - 638.5733157000008
[90, 9, 41, 97] - 639.2627501399995
[36, 90, 9, 94, 41] - 511.1292345714001
[38, 9, 94, 97] - 523.4209224299998
[36, 38, 9, 97] - 524.4555019500009
[38, 90, 9, 97] - 525.5586367699995
[36, 38, 9, 94] - 521.3988726199995
[38, 90, 9, 94] - 522.4076307699996
[36, 38, 90, 9] - 524.3354984900001
[36, 90, 9, 94, 97] - 549.4181639880999
[100, 2, 63, 42] - 556.9113399200003
[100, 63, 42, 120] - 553.7693366000008
[56, 100, 63, 42] - 550.894629080001
[100, 24, 63, 42] - 558.3564313400003
[100, 38, 63, 42] - 552.5532674000004
[100, 63, 97, 42] - 560.1674825100007
[100, 94, 63, 42] - 556.9182938500012
[100, 36, 63, 42] - 557.57110243
[100, 90, 63, 42] - 556.7337212799997
[2, 63, 42, 120] - 555.22932304
[56, 2, 63, 42] - 552.8423234399996
[24, 2, 63, 42] - 560.6240420199995
[2, 38, 63, 42] - 554.1884867599995
[2, 63, 97, 42] - 561.5453533500006
[2, 94, 63, 42] - 558.5245314100003
[2, 36, 63, 42] - 559.5497520499999
[2, 90, 63, 42] - 559.62374984
[56, 63, 42, 120] - 548.6361884499996
[24, 63, 42, 120] - 564.6264380400003
[38, 63, 42, 120] - 558.1697937699996
[63, 97, 42, 120] - 567.0117520700005
[94, 63, 42, 120] - 563.8504690000003
[36, 63, 42, 120] - 562.7963631700013
[90, 63, 42, 120] - 562.579601970001
[56, 24, 63, 42] - 552.0533832400005
[56, 38, 63, 42] - 546.5360605100002
[56, 63, 97, 42] - 555.4654506999996
[56, 94, 63, 42] - 551.13842283
[56, 36, 63, 42] - 553.1463766700003
[56, 90, 63, 42] - 551.5186669299991
[24, 38, 63, 42] - 569.6139956000005
[24, 63, 97, 42] - 578.8619480699984
[24, 94, 63, 42] - 575.7314192500013
[24, 36, 63, 42] - 575.976242960001
[24, 90, 63, 42] - 575.7532535700005
[38, 63, 97, 42] - 572.9134457299999
[38, 94, 63, 42] - 568.7478350699995
[36, 38, 63, 42] - 570.2285301899999
[38, 90, 63, 42] - 569.2764730500005
[94, 63, 42, 97] - 577.4403575600005
[36, 63, 42, 97] - 578.3650424000002
[90, 63, 42, 97] - 577.7755844100005
[36, 94, 63, 42] - 574.10370412
[90, 94, 63, 42] - 574.1719463699986
[36, 90, 63, 42] - 575.3092244699994
[12, 24, 63] - 507.29942399999925
[12, 90, 63] - 550.8403770000004
[100, 2, 63, 120] - 550.8842840700007
[56, 100, 2, 63] - 548.9420038000004
[100, 24, 2, 63] - 557.38743766
[100, 2, 38, 63] - 549.8135954599996
[100, 2, 63, 97] - 556.3455828899996
[100, 2, 94, 63] - 553.3388718399996
[100, 2, 36, 63] - 554.4336829800006
[100, 2, 90, 63] - 555.1245347899988
[56, 100, 63, 120] - 545.1801287899999
[100, 24, 63, 120] - 553.7826766000003
[100, 38, 63, 120] - 546.9523953100012
[100, 63, 97, 120] - 554.3438944200004
[100, 94, 63, 120] - 551.2123789500007
[100, 36, 63, 120] - 550.5282201400007
[100, 90, 63, 120] - 550.7543861400005
[100, 56, 24, 63] - 549.7103962000002
[100, 56, 38, 63] - 543.4634919900004
[100, 56, 63, 97] - 551.7788560799997
[100, 56, 94, 63] - 547.00303505
[100, 56, 36, 63] - 549.4308593900001
[100, 56, 90, 63] - 548.2325997800002
[100, 24, 38, 63] - 551.4644514299995
[100, 24, 63, 97] - 559.5865055
[100, 24, 94, 63] - 556.778827150001
[100, 24, 36, 63] - 556.6524289799996
[100, 24, 90, 63] - 556.8255070500006
[100, 38, 63, 97] - 553.1298901500004
[100, 38, 94, 63] - 610.3121819400001
[100, 36, 38, 63] - 613.9369736200001
[100, 38, 90, 63] - 612.3084445300002
[100, 94, 63, 97] - 556.70304981
[100, 36, 63, 97] - 557.8657440399985
[100, 90, 63, 97] - 557.5232556000007
[100, 36, 94, 63] - 615.1842573499995
[100, 90, 94, 63] - 614.8390707699997
[100, 36, 90, 63] - 618.3803722300001
[11, 63] - 575.5621000000012
[56, 2, 63, 120] - 546.7038109000006
[24, 2, 63, 120] - 555.3653998700008
[2, 38, 63, 120] - 548.219919740001
[2, 63, 97, 120] - 555.3523458
[2, 94, 63, 120] - 552.6938168299993
[2, 36, 63, 120] - 552.3533949000008
[2, 90, 63, 120] - 553.2336565600008
[56, 24, 2, 63] - 552.1870719900002
[56, 2, 38, 63] - 545.1239425800005
[56, 2, 63, 97] - 552.9653836299998
[56, 2, 94, 63] - 548.8819395600004
[56, 2, 36, 63] - 551.4821870899998
[56, 2, 90, 63] - 550.92083798
[2, 24, 38, 63] - 553.2040908200003
[2, 24, 63, 97] - 561.2448790100001
[2, 24, 94, 63] - 558.8766498999994
[2, 24, 36, 63] - 559.0839090699995
[2, 24, 90, 63] - 559.9850487399999
[2, 38, 63, 97] - 554.3088049599988
[2, 38, 94, 63] - 550.6820584799995
[2, 36, 38, 63] - 552.3012837199997
[2, 38, 90, 63] - 552.1861743600005
[2, 94, 63, 97] - 557.9526806899997
[2, 36, 63, 97] - 559.0824907600012
[2, 90, 63, 97] - 559.5166318900001
[2, 36, 94, 63] - 555.5152017600004
[2, 90, 94, 63] - 556.8834341600007
[2, 36, 90, 63] - 557.9126383800001
[56, 24, 63, 120] - 547.2209751499998
[56, 38, 63, 120] - 541.1773825400007
[56, 63, 97, 120] - 549.7432453300003
[56, 94, 63, 120] - 545.7157229099996
[56, 36, 63, 120] - 546.4413688699997
[56, 90, 63, 120] - 545.4464496900014
[24, 38, 63, 120] - 587.1810276300004
[24, 63, 97, 120] - 596.8832143100004
[24, 94, 63, 120] - 563.4041890400001
[24, 36, 63, 120] - 561.7242036300014
[24, 90, 63, 120] - 591.8003519099999
[38, 63, 97, 120] - 589.8763235899986
[38, 94, 63, 120] - 555.3854062999999
[36, 38, 63, 120] - 555.48078956
[38, 90, 63, 120] - 584.5670913399988
[94, 63, 97, 120] - 564.3058295399999
[36, 63, 97, 120] - 563.4801211900002
[90, 63, 97, 120] - 593.3351618400003
[36, 94, 63, 120] - 559.5505117800001
[90, 94, 63, 120] - 560.5882688699992
[36, 90, 63, 120] - 559.8078637199997
[88, 94, 63] - 543.6112979999996
[88, 36, 63] - 552.8279359999999
[88, 90, 63] - 550.8546860000009
[24, 79, 63] - 521.5334630000004
[79, 94, 63] - 556.7422819999997
[79, 36, 63] - 564.8173270000004
[79, 90, 63] - 560.1305520000002
[56, 24, 38, 63] - 544.5512156299985
[56, 24, 63, 97] - 553.8204283000002
[56, 24, 94, 63] - 549.7630749799998
[56, 24, 36, 63] - 551.3993520100007
[56, 24, 90, 63] - 550.2895194600002
[56, 38, 63, 97] - 547.9404743300006
[56, 38, 94, 63] - 542.9667483799994
[56, 36, 38, 63] - 545.6931892099999
[56, 38, 90, 63] - 543.8676014499998
[56, 94, 63, 97] - 552.0765954199993
[56, 36, 63, 97] - 553.8339464600009
[56, 90, 63, 97] - 552.6574927700003
[56, 36, 94, 63] - 548.7225694500003
[56, 90, 94, 63] - 548.3882407500006
[56, 36, 90, 63] - 550.5472575900005
[67, 24, 63] - 521.5815219999998
[24, 38, 63, 97] - 631.2946047700009
[24, 38, 94, 63] - 567.7488149400002
[24, 36, 38, 63] - 568.7136040700009
[24, 38, 90, 63] - 625.9046900599997
[24, 94, 63, 97] - 576.9143757799989
[24, 36, 63, 97] - 577.3374776400003
[24, 90, 63, 97] - 636.21504029
[24, 36, 94, 63] - 664.7809099499998
[24, 90, 94, 63] - 667.3267604000001
[24, 36, 90, 63] - 669.1551724100001
[38, 71, 63] - 522.3739300000005
[36, 71, 63] - 505.02710900000005
[90, 71, 63] - 586.5607459999994
[67, 38, 63] - 536.2554679999996
[67, 94, 63] - 519.3226010000009
[67, 36, 63] - 524.1615859999997
[67, 90, 63] - 605.5514589999996
[38, 94, 63, 97] - 569.2265498900001
[36, 38, 63, 97] - 571.4709958099995
[38, 90, 63, 97] - 629.3433686600015
[36, 38, 94, 63] - 627.3944388800006
[38, 90, 94, 63] - 626.8278626800005
[36, 38, 90, 63] - 630.7829542899999
[36, 94, 63, 97] - 574.1269344200005
[90, 94, 63, 97] - 574.7693704000001
[36, 90, 63, 97] - 575.8999358799997
[12, 42] - 643.1486999999987
[100, 2, 42, 120] - 552.0838208499996
[56, 100, 2, 42] - 549.5352106499993
[100, 24, 2, 42] - 560.3247640499995
[100, 2, 38, 42] - 550.4634266900008
[100, 2, 97, 42] - 560.0494245300006
[100, 2, 94, 42] - 554.3276601899998
[100, 2, 36, 42] - 558.0996179699997
[100, 2, 90, 42] - 558.2390061299991
[56, 100, 42, 120] - 546.37103224
[100, 24, 42, 120] - 577.0759418000009
[100, 38, 42, 120] - 547.7626182699996
[100, 97, 42, 120] - 578.9659290500002
[100, 94, 42, 120] - 576.3674094799987
[100, 36, 42, 120] - 575.1031750499994
[100, 90, 42, 120] - 574.4876871300006
[100, 56, 24, 42] - 549.9124208200003
[100, 56, 38, 42] - 543.6868969399999
[100, 56, 97, 42] - 552.6314950599992
[100, 56, 94, 42] - 548.0909587899998
[100, 56, 36, 42] - 550.0647817999994
[100, 56, 90, 42] - 548.7664199800004
[100, 24, 38, 42] - 551.3714166400006
[100, 24, 97, 42] - 584.7325463000014
[100, 24, 94, 42] - 580.0961088499988
[100, 24, 36, 42] - 581.7048929099999
[100, 24, 90, 42] - 581.1972581000001
[100, 38, 97, 42] - 553.9071776599995
[100, 38, 94, 42] - 550.4158852799995
[100, 36, 38, 42] - 551.1111300500002
[100, 38, 90, 42] - 550.3725524800002
[100, 94, 42, 97] - 580.9513371600009
[100, 36, 42, 97] - 584.0994286599997
[100, 90, 42, 97] - 582.8563331099996
[100, 36, 94, 42] - 577.8375459199998
[100, 90, 94, 42] - 577.4238431699995
[100, 36, 90, 42] - 580.0365335799999
[128, 42] - 537.2009999999998
[11, 42] - 615.9697
[5, 42] - 585.8327999999993
[56, 2, 42, 120] - 548.0746302300001
[24, 2, 42, 120] - 586.8719203800013
[2, 38, 42, 120] - 603.6503129700001
[2, 97, 42, 120] - 627.2789861400003
[2, 94, 42, 120] - 621.99461064
[2, 36, 42, 120] - 624.8907816500014
[2, 90, 42, 120] - 623.8765636899999
[88, 2, 42] - 554.989425
[79, 2, 42] - 566.499948
[56, 24, 2, 42] - 552.8556823099998
[56, 2, 38, 42] - 545.9438053899988
[56, 2, 97, 42] - 554.3633691200004
[56, 2, 94, 42] - 550.0919364100012
[56, 2, 36, 42] - 552.8096580700002
[56, 2, 90, 42] - 551.8828693900007
[2, 24, 38, 42] - 585.1416411700003
[2, 24, 97, 42] - 629.917591370001
[2, 24, 94, 42] - 621.1378537700001
[2, 24, 36, 42] - 625.8786352600005
[2, 24, 90, 42] - 626.7676344299997
[2, 71, 42] - 547.4508889999995
[67, 2, 42] - 559.6737910000008
[2, 38, 97, 42] - 666.6552393600007
[2, 38, 94, 42] - 658.748571600001
[2, 36, 38, 42] - 664.9145657600003
[2, 38, 90, 42] - 662.8121672999978
[2, 36, 94, 42, 97] - 526.7284285263007
[2, 90, 94, 42, 97] - 526.9356481316996
[2, 36, 90, 42, 97] - 533.4579782208009
[2, 36, 90, 94, 42] - 525.2395146131998
[88, 42, 120] - 524.1434180000003
[79, 42, 120] - 569.3186989999998
[56, 24, 42, 120] - 548.0221487100006
[56, 38, 42, 120] - 542.1246288499996
[56, 97, 42, 120] - 582.9851566800003
[56, 94, 42, 120] - 578.5494253700011
[56, 36, 42, 120] - 579.1146983599994
[56, 90, 42, 120] - 577.6646187100001
[24, 38, 42, 120] - 587.718518869999
[24, 97, 42, 120] - 636.5692009400007
[24, 94, 42, 120] - 632.6631801299988
[24, 36, 42, 120] - 631.71155332
[24, 90, 42, 120] - 632.6530065399991
[71, 42, 120] - 529.9092150000001
[67, 42, 120] - 547.661608000001
[38, 97, 42, 120] - 630.1916107699999
[38, 94, 42, 120] - 625.1667658399997
[36, 38, 42, 120] - 627.12701901
[38, 90, 42, 120] - 625.7890911699996
[36, 94, 42, 97, 120] - 527.0672366081013
[90, 94, 42, 97, 120] - 526.4757128113998
[36, 90, 42, 97, 120] - 528.3086557073993
[36, 90, 94, 42, 120] - 524.2386892269996
[88, 24, 42] - 505.5030349999997
[88, 38, 42] - 569.3273409999999
[88, 97, 42] - 660.5583529999992
[88, 94, 42] - 647.4407729999988
[88, 36, 42] - 661.4368869999998
[88, 90, 42] - 659.1765899999995
[24, 79, 42] - 553.5387449999996
[79, 38, 42] - 581.9874970000008
[79, 94, 42, 97] - 521.1215889399998
[79, 36, 42, 97] - 529.70057499
[79, 90, 42, 97] - 524.9966044399996
[79, 36, 94, 42] - 521.7175998399997
[79, 90, 94, 42] - 516.6753315799999
[79, 36, 90, 42] - 525.5418689299994
[56, 24, 38, 42] - 544.9329337100004
[56, 24, 97, 42] - 554.7630510799995
[56, 24, 94, 42] - 550.9225845900002
[56, 24, 36, 42] - 552.2950236999991
[56, 24, 90, 42] - 550.7644328300009
[56, 38, 97, 42] - 549.1680825499992
[56, 38, 94, 42] - 544.0768006100004
[56, 36, 38, 42] - 546.5457923500006
