Total itemsets found: 2086
Elapsed time: 3009ms
[21] - 784.9200000000006
[22] - 805.0400000000008
[44] - 834.740000000001
[125] - 857.2100000000006
[94, 53] - 689.4254999999996
[36, 53] - 693.7727999999994
[90, 53] - 697.5183999999995
[110, 102] - 725.5379999999996
[102, 29] - 726.8570000000004
[102, 70] - 729.3798999999996
[66, 102] - 731.9170000000004
[55, 102] - 725.2176999999995
[57, 102] - 728.9662
[2, 102] - 731.7608999999985
[24, 102] - 725.3585999999991
[102, 41] - 723.2547999999995
[102, 38] - 728.6277000000002
[102, 97] - 725.7515999999995
[102, 94] - 732.2725000000002
[36, 102] - 726.0604000000001
[102, 90] - 725.0941999999992
[88, 60] - 772.7486
[79, 60] - 770.3571000000004
[60, 97] - 768.8288000000006
[60, 94] - 766.8702999999998
[36, 60] - 768.1294999999997
[90, 60] - 763.7903999999997
[88, 119] - 770.7029000000014
[79, 119] - 775.2610999999998
[119, 97] - 686.1768999999998
[119, 94] - 772.7680999999999
[36, 119] - 775.5482000000003
[90, 119] - 775.397
[56, 20] - 804.742999999999
[38, 20] - 826.8418
[97, 20] - 808.1379999999996
[94, 20] - 838.898699999999
[36, 20] - 839.8923999999994
[90, 20] - 850.2203000000007
[50, 41] - 771.4913999999992
[50, 97] - 823.6581999999994
[94, 50] - 875.5846999999984
[36, 50] - 882.6211999999994
[90, 50] - 880.1351999999995
[122, 39] - 733.2677000000016
[39, 31] - 794.932299999998
[1, 39] - 836.0715999999987
[88, 39] - 854.6797999999983
[79, 39] - 892.5987000000008
[24, 39] - 847.0005000000007
[39, 41] - 734.1479
[39, 97] - 735.3602999999997
[39, 94] - 891.2456999999991
[36, 39] - 890.2046999999995
[39, 90] - 892.7048000000003
[110, 29] - 887.977899999999
[110, 70] - 726.4951999999995
[66, 110] - 728.8280999999989
[55, 110] - 753.0132999999987
[110, 57] - 885.422999999999
[110, 2] - 893.1761999999995
[110, 24] - 750.1888999999999
[110, 41] - 879.6183
[57, 36, 90, 41, 97] - 785.2045271777997
[57, 36, 90, 94, 41] - 815.1856472400991
[57, 36, 38, 94, 97] - 807.3871518584007
[57, 38, 90, 94, 97] - 804.5228537659019
[57, 36, 38, 90, 97] - 806.204703706801
[57, 36, 38, 90, 94] - 836.0041969295988
[57, 36, 90, 94, 97] - 875.8588906382978
[1, 5, 31] - 717.414345999999
[5, 41, 31] - 682.086064999999
[5, 94, 31] - 698.7740140000004
[36, 5, 31] - 704.1805439999983
[5, 90, 31] - 720.1649339999991
[1, 104, 71, 31] - 687.8740812799991
[67, 1, 104, 31] - 686.931851569999
[1, 104, 41, 31] - 711.0878037799996
[1, 104, 94, 31] - 673.5450600299998
[1, 36, 104, 31] - 683.9063006299983
[1, 104, 90, 31] - 740.592830170001
[56, 104, 31] - 723.7457239999994
[67, 104, 71, 31] - 697.5706205200003
[104, 71, 41, 31] - 691.0324648699999
[104, 90, 71, 31] - 720.0386089799994
[67, 104, 41, 31] - 691.4563096300012
[67, 104, 90, 31] - 719.2899001099995
[104, 94, 41, 31] - 675.9669629299998
[36, 104, 41, 31] - 684.482327779999
[104, 90, 41, 31] - 742.3693955199994
[38, 104, 31] - 891.313141000001
[104, 97, 31] - 849.4051830000008
[36, 104, 94, 31] - 708.529487499999
[104, 90, 94, 31] - 707.8830078300008
[36, 104, 90, 31] - 717.3877969000001
[31, 120] - 683.6529999999998
[88, 1, 94, 31] - 689.593393640001
[88, 1, 36, 31] - 693.9625408800011
[88, 1, 90, 31] - 689.0067440299999
[1, 79, 94, 31] - 709.3011232800004
[1, 79, 36, 31] - 708.4792619400009
[1, 79, 90, 31] - 708.9655371900006
[1, 56, 71, 31] - 702.4417339800007
[67, 1, 56, 31] - 699.17585404
[1, 56, 41, 31] - 865.3292799799992
[1, 56, 97, 31] - 862.0064207000001
[1, 56, 94, 31] - 863.9984372900016
[1, 56, 36, 31] - 866.3031371599996
[1, 56, 90, 31] - 859.6405946799998
[1, 24, 31] - 742.7029799999999
[67, 1, 71, 31] - 817.4096710099982
[1, 71, 41, 31] - 886.070974239999
[1, 38, 71, 31] - 697.6420646899987
[1, 71, 97, 31] - 805.9583633800005
[1, 71, 94, 31] - 861.8639560900015
[1, 36, 71, 31] - 870.7985015499985
[1, 90, 71, 31] - 922.5489199499997
[1, 67, 41, 31] - 888.8636811199983
[1, 67, 38, 31] - 714.954612870001
[1, 67, 97, 31] - 818.7957682199997
[1, 67, 94, 31] - 874.4855625500022
[1, 67, 36, 31] - 882.528556400002
[1, 67, 90, 31] - 939.4437613299979
[1, 38, 41, 31] - 679.6761135999994
[1, 90, 41, 31, 97] - 695.5329525842983
[1, 36, 94, 41, 31] - 781.4546563452013
[1, 90, 94, 41, 31] - 777.2699269474989
[1, 36, 90, 41, 31] - 782.3799677844999
[1, 38, 90, 31] - 717.5569555699983
[1, 36, 94, 31, 97] - 704.4479237415024
[1, 90, 94, 31, 97] - 699.4878659575004
[1, 36, 90, 31, 97] - 701.643367074499
[1, 36, 90, 94, 31] - 829.9063893557003
[88, 79, 31] - 774.9448140000001
[88, 56, 31] - 676.1349400000004
[88, 41, 31] - 887.164363999998
[88, 97, 31] - 748.3743439999998
[88, 36, 94, 31] - 714.3323017700018
[88, 90, 94, 31] - 710.626901670001
[88, 36, 90, 31] - 712.7060410699988
[67, 79, 31] - 677.7808120000003
[79, 41, 31] - 883.5314240000013
[79, 97, 31] - 780.4344199999994
[79, 36, 94, 31] - 740.3204171900007
[79, 90, 94, 31] - 743.0313374200025
[79, 36, 90, 31] - 741.0069276400002
[56, 71, 41, 31] - 710.6448960500003
[56, 71, 97, 31] - 706.2089816899993
[56, 71, 94, 31] - 707.8717380299996
[56, 36, 71, 31] - 713.0496750700003
[56, 90, 71, 31] - 705.79444419
[56, 67, 41, 31] - 711.0140697900011
[56, 67, 97, 31] - 704.3785543100001
[56, 67, 94, 31] - 705.3449361699986
[56, 67, 36, 31] - 707.2197656099994
[56, 67, 90, 31] - 705.2274300199998
[56, 41, 97, 31] - 871.2670028199992
[56, 94, 41, 31] - 872.6589281299991
[56, 36, 41, 31] - 873.8658196299981
[56, 90, 41, 31] - 867.9607105699989
[56, 38, 31] - 721.3411969999986
[56, 94, 31, 97] - 868.9732121900021
[56, 36, 31, 97] - 870.4771702100011
[56, 90, 31, 97] - 864.2425189800011
[56, 36, 94, 31] - 873.3809231399988
[56, 90, 94, 31] - 867.506130020001
[56, 36, 90, 31] - 867.5648270600017
[24, 94, 31] - 675.8054520000012
[24, 36, 31] - 676.0405379999991
[24, 90, 31] - 755.0466559999987
[67, 71, 41, 31] - 813.7158948999981
[67, 38, 71, 31] - 727.3397276599992
[67, 71, 97, 31] - 730.296106289999
[67, 71, 94, 31] - 779.9011013000004
[67, 36, 71, 31] - 789.3111959000014
[67, 90, 71, 31] - 845.5340955100006
[38, 71, 41, 31] - 701.71807029
[71, 41, 97, 31] - 775.9558023199996
[71, 94, 41, 31] - 847.1141722299974
[36, 71, 41, 31] - 856.1489047299999
[90, 71, 41, 31] - 908.7204315300007
[38, 90, 71, 31] - 722.5683455099996
[71, 94, 31, 97] - 752.3027265699998
[36, 71, 31, 97] - 757.5875388699992
[90, 71, 31, 97] - 812.0402517499996
[36, 71, 94, 31] - 893.6477393699994
[90, 71, 94, 31] - 888.0325701399986
[36, 90, 71, 31] - 896.8266112100002
[67, 38, 41, 31] - 705.1347298799996
[67, 41, 97, 31] - 776.3617454600017
[67, 94, 41, 31] - 850.2615073799997
[67, 36, 41, 31] - 856.7619645399994
[67, 90, 41, 31] - 915.0942759700009
[67, 38, 94, 31] - 675.6804949499998
[67, 36, 38, 31] - 685.4562197099998
[67, 38, 90, 31] - 740.2605950500003
[67, 94, 31, 97] - 765.5687659200001
[67, 36, 31, 97] - 769.0101768599993
[67, 90, 31, 97] - 826.9853260999997
[67, 36, 90, 94, 31] - 678.9604181283005
[38, 90, 41, 31] - 705.0043219000013
[94, 41, 31, 97] - 877.092901220002
[36, 41, 31, 97] - 878.903167519999
[36, 90, 94, 41, 31] - 798.0942121055016
[38, 97, 31] - 874.6978129999999
[36, 38, 94, 31] - 694.2448214699991
[38, 90, 94, 31] - 690.9421321800016
[36, 38, 90, 31] - 700.0545138000015
[36, 90, 94, 31, 97] - 714.1694174923026
[2, 38, 5] - 682.1564859999996
[2, 5, 97] - 717.0888369999989
[2, 5, 94] - 731.0703820000007
[2, 36, 5] - 721.8412359999984
[2, 5, 90] - 732.2975909999991
[5, 104, 71] - 722.4914559999988
[67, 5, 104] - 768.3490979999983
[38, 5, 104] - 724.5135300000004
[5, 104, 97] - 768.5015860000001
[5, 104, 94] - 795.7821219999986
[36, 5, 104] - 804.9797179999994
[5, 104, 90] - 825.2180859999999
[5, 97, 120] - 715.7963839999987
[5, 94, 120] - 716.335462000001
[36, 5, 120] - 716.5670810000005
[5, 90, 120] - 724.8260050000004
[1, 5, 71] - 702.8088000000006
[67, 1, 5] - 753.166267999999
[1, 5, 41] - 834.171276
[1, 5, 97] - 806.5048050000005
[1, 5, 94] - 867.354418999998
[1, 36, 5] - 877.5232169999992
[1, 5, 90] - 889.5231899999995
[88, 79, 5] - 767.5165790000001
[88, 67, 5] - 694.4804159999993
[88, 5, 97] - 851.0711869999989
[88, 36, 5, 94] - 687.2908852499994
[88, 5, 90, 94] - 687.697239149999
[88, 36, 5, 90] - 690.5795655300016
[67, 79, 5] - 695.562120000001
[79, 5, 97] - 861.5309840000016
[79, 36, 5, 94] - 695.105253410001
[79, 5, 90, 94] - 696.7451116799981
[79, 36, 5, 90] - 696.8840860600009
[56, 5, 94, 97] - 678.7077232600005
[56, 36, 5, 97] - 680.9623048900011
[56, 36, 5, 94] - 686.8605922200012
[56, 5, 90, 94] - 680.76432724
[56, 36, 5, 90] - 682.1804137200021
[24, 5, 97] - 876.9748740000022
[24, 36, 5, 94] - 679.616555320002
[24, 5, 90, 94] - 687.0570814400021
[24, 36, 5, 90] - 680.5033579999982
[67, 5, 71] - 841.9277210000022
[5, 71, 41] - 693.6059889999991
[38, 5, 71] - 787.2268500000015
[5, 71, 94, 97] - 680.2677535999995
[36, 5, 71, 97] - 687.0864471599997
[5, 90, 71, 97] - 698.4973598500005
[36, 5, 71, 94] - 725.5064146599985
[5, 90, 71, 94] - 721.3298962699998
[36, 5, 90, 71] - 730.083739490001
[67, 5, 41] - 737.3381110000004
[67, 38, 5] - 841.034169
[67, 5, 94, 97] - 717.9894478000003
[67, 36, 5, 97] - 721.8958227599993
[67, 5, 90, 97] - 736.3118369799994
[67, 36, 5, 94] - 764.6457562300011
[67, 5, 90, 94] - 765.1976759299977
[67, 36, 5, 90] - 770.2764965600013
[5, 38, 94, 41] - 675.2843156999994
[36, 5, 38, 41] - 676.8387001200008
[5, 38, 90, 41] - 691.0279519099998
[5, 94, 41, 97] - 794.7781978199986
[36, 5, 41, 97] - 795.7711274600014
[5, 90, 41, 97] - 808.3441527299997
[36, 5, 94, 41] - 862.1735696099989
[5, 90, 94, 41] - 863.3354658100018
[36, 5, 90, 41] - 863.3420223200018
[36, 5, 38, 94, 97] - 686.1899939095024
[5, 38, 90, 94, 97] - 683.9817657596017
[36, 5, 38, 90, 97] - 684.6831028800992
[36, 5, 38, 90, 94] - 713.1447226269017
[36, 5, 90, 94, 97] - 850.7349204227015
[56, 2, 120] - 788.1422329999986
[2, 24, 38, 120] - 769.9880901800009
[2, 24, 97, 120] - 794.2329837499977
[2, 24, 94, 120] - 792.8617598600015
[2, 24, 36, 120] - 790.6073180600014
[2, 24, 90, 120] - 792.6736094099997
[2, 38, 97, 120] - 855.5670919900048
[2, 38, 94, 120] - 875.7478693599996
[2, 36, 38, 120] - 876.1543167700004
[2, 38, 90, 120] - 875.2926750800007
[2, 94, 97, 120] - 876.9044300100015
[2, 36, 97, 120] - 876.3601800299997
[2, 90, 97, 120] - 877.3663858299994
[2, 36, 94, 120] - 895.7215978899991
[2, 90, 94, 120] - 896.6965853299997
[2, 36, 90, 120] - 897.8734501400015
[88, 2, 97] - 677.2578730000021
[88, 2, 94] - 699.6545909999996
[88, 2, 36] - 709.2791480000003
[88, 2, 90] - 709.561326999999
[2, 79, 38] - 678.773825
[2, 79, 97] - 693.9834060000009
[2, 79, 94] - 717.2236120000001
[2, 79, 36] - 725.1556530000012
[2, 79, 90] - 722.916378
[56, 24, 2] - 735.6518359999983
[56, 2, 38] - 849.1629679999995
[56, 2, 97] - 858.2451730000013
[56, 2, 94] - 854.8871290000014
[56, 2, 36] - 856.7036039999998
[56, 2, 90] - 857.8177310000004
[2, 24, 38, 94, 97] - 748.3306493929995
[2, 24, 36, 38, 97] - 748.4459886746985
[2, 24, 38, 90, 97] - 748.380788743399
[2, 24, 36, 38, 94] - 752.7929282349013
[2, 24, 38, 90, 94] - 760.0483260719004
[2, 24, 36, 38, 90] - 753.7854399024008
[2, 24, 36, 94, 97] - 774.5272255210988
[2, 24, 90, 94, 97] - 777.1075169054969
[2, 24, 36, 90, 97] - 778.9646196902997
[2, 24, 36, 90, 94] - 781.2568321207025
[2, 71] - 857.5118999999996
[67, 2] - 866.3329000000004
[2, 38, 41] - 717.9279600000001
[2, 94, 41] - 719.1280669999998
[2, 36, 41] - 704.2381839999993
[2, 90, 41] - 718.7046759999995
[2, 36, 38, 94, 97] - 873.9541254671008
[2, 38, 90, 94, 97] - 874.0926438334009
[2, 36, 38, 90, 97] - 875.947880073799
[2, 36, 38, 90, 94] - 896.8556805133956
[2, 36, 90, 94, 97] - 902.7912371663018
[104, 120] - 880.6397999999994
[88, 1, 104] - 762.9652120000001
[1, 79, 104] - 757.3352249999996
[56, 1, 104] - 759.7026979999999
[67, 1, 104, 71] - 864.535892820001
[1, 104, 71, 41] - 829.6114377600004
[1, 38, 104, 71] - 808.4561564200002
[1, 104, 71, 97] - 828.3395101700022
[1, 104, 71, 94] - 820.7771228700019
[1, 36, 104, 71] - 832.205706500002
[1, 104, 90, 71] - 889.7492244399991
[1, 67, 104, 41] - 891.6688977000009
[1, 67, 38, 104] - 871.1337489900005
[1, 67, 104, 97] - 888.0378192999985
[1, 67, 104, 94] - 880.6667233800005
[1, 67, 36, 104, 90] - 673.8848842118997
[1, 38, 104, 41] - 847.9026902399996
[1, 104, 41, 97] - 830.4637743000021
[1, 104, 94, 41] - 871.1895653300008
[1, 36, 104, 41] - 884.8613384900011
[1, 104, 90, 41] - 941.0172337599984
[1, 104, 38, 97] - 853.045299900001
[1, 104, 38, 94] - 807.4162107799983
[1, 36, 104, 38] - 820.0236955299996
[1, 104, 38, 90] - 873.8664642500029
[1, 104, 94, 97] - 820.8963042599983
[1, 36, 104, 97] - 832.536519080002
[1, 104, 90, 97] - 887.3032276499989
[1, 36, 104, 90, 94] - 708.9625877075996
[88, 79, 104, 94] - 701.8606010500002
[88, 79, 36, 104] - 712.2758590400007
[88, 79, 104, 90] - 713.7748158499995
[88, 36, 104, 71] - 677.9280422599996
[88, 104, 90, 71] - 674.3513340200013
[88, 67, 104, 94] - 725.4195631099977
[88, 67, 36, 104] - 738.9103355600002
[88, 67, 104, 90] - 736.6865070899995
[88, 104, 41] - 825.3458900000012
[88, 36, 104, 38] - 675.6357979499992
[88, 104, 94, 97] - 695.0050097400001
[88, 36, 104, 97] - 707.3435244099996
[88, 104, 90, 97] - 702.5871011400018
[88, 36, 104, 94] - 826.2127106099999
[88, 104, 90, 94] - 821.9738161400007
[88, 36, 104, 90] - 837.3805657099994
[79, 36, 104, 71] - 675.8694400300017
[79, 104, 90, 71] - 680.1796240599992
[67, 79, 104, 94] - 728.3513009200024
[67, 79, 36, 104] - 735.9308727799993
[67, 79, 104, 90] - 741.5309798600013
[79, 104, 41] - 823.545458
[79, 36, 104, 38] - 675.3647535899992
[79, 104, 38, 90] - 676.5478746300003
[79, 104, 94, 97] - 694.5558547399997
[79, 36, 104, 97] - 701.2305151800015
[79, 104, 90, 97] - 704.4272062999994
[79, 36, 104, 94] - 824.24595822
[79, 104, 90, 94] - 827.8968957000008
[79, 36, 104, 90] - 838.9629415099997
[56, 104, 71] - 834.0415949999986
[67, 56, 104] - 826.0873030000001
[56, 104, 41] - 852.0341490000005
[56, 38, 104] - 846.1745520000002
[56, 104, 97] - 887.650791999999
[56, 104, 94] - 888.8188869999985
[56, 36, 104] - 894.8292819999989
[56, 104, 90] - 890.3627569999984
[67, 104, 71, 41] - 861.5739543500022
[67, 104, 38, 71, 97] - 707.3477102910001
[67, 104, 38, 71, 94] - 678.5795591771
[67, 36, 104, 38, 71] - 689.0622377309987
[67, 104, 38, 90, 71] - 733.9498130286008
[67, 104, 71, 94, 97] - 699.3871024694992
[67, 36, 104, 71, 97] - 709.6576580465023
[67, 104, 90, 71, 97] - 755.4585237287022
[67, 36, 104, 71, 94] - 746.5866238377004
[67, 104, 90, 71, 94] - 744.3630385461009
[67, 36, 104, 90, 71] - 757.4841280067009
[38, 104, 71, 41] - 858.1079238600018
[104, 71, 41, 97] - 824.5626725800004
[104, 71, 94, 41] - 834.5286062700014
[36, 104, 71, 41] - 844.4660152099989
[104, 90, 71, 41] - 905.36202123
[36, 104, 38, 71, 97] - 676.6058477392983
[104, 38, 90, 71, 97] - 720.6170597853012
[36, 104, 38, 71, 94] - 698.5226664494985
[104, 38, 90, 71, 94] - 694.1230216292003
[36, 104, 38, 90, 71] - 706.1205386983003
[36, 104, 71, 94, 97] - 719.9496987301001
[104, 90, 71, 94, 97] - 717.1685428143994
[36, 104, 90, 71, 97] - 728.3607756192007
[36, 104, 90, 71, 94] - 783.2845819305016
[67, 104, 38, 90, 41] - 690.822375698999
[67, 104, 41, 97] - 881.4309402300006
[67, 36, 104, 94, 41] - 675.5840976968011
[67, 104, 90, 94, 41] - 674.463311410401
[67, 36, 104, 90, 41] - 682.5801840498989
[67, 104, 38, 94, 97] - 714.7166419216003
[67, 36, 104, 38, 97] - 724.5363768312014
[67, 104, 38, 90, 97] - 768.1456325223003
[67, 36, 104, 38, 94] - 746.5413414544005
[67, 104, 38, 90, 94] - 743.2269080075006
[67, 36, 104, 38, 90] - 754.8738710316994
[67, 36, 104, 94, 97] - 766.0937685124012
[67, 104, 90, 94, 97] - 763.8897618952998
[67, 36, 104, 90, 97] - 775.5482006814004
[67, 36, 104, 90, 94] - 830.3412575968
[104, 38, 90, 41, 97] - 694.0777069910998
[36, 104, 38, 94, 41] - 678.1215374003002
[104, 38, 90, 94, 41] - 674.9357620440993
[36, 104, 38, 90, 41] - 683.0106553489001
[104, 94, 41, 97] - 857.3599002699996
[36, 104, 41, 97] - 865.9974957700003
[36, 104, 90, 94, 41] - 749.3587110241019
[36, 104, 38, 94, 97] - 752.5369110839996
[104, 38, 90, 94, 97] - 748.2528828316993
[36, 104, 38, 90, 97] - 759.0938324262997
[36, 104, 38, 90, 94] - 785.2269630023027
[36, 104, 90, 94, 97] - 803.4741547509992
[1, 120] - 677.5503000000009
[88, 97, 120] - 704.4526119999987
[88, 94, 120] - 733.0518410000004
[88, 36, 120] - 743.8547040000001
[88, 90, 120] - 739.6194249999983
[79, 38, 120] - 694.5897339999993
[79, 97, 120] - 752.109690000001
[79, 94, 120] - 785.0091280000003
[79, 36, 120] - 791.7992759999997
[79, 90, 120] - 785.3383669999996
[56, 24, 120] - 728.585657
[56, 71, 120] - 796.4988369999999
[67, 56, 120] - 799.9329249999986
[56, 38, 97, 120] - 858.0828577899998
[56, 38, 94, 120] - 853.1370498700011
[56, 36, 38, 120] - 860.3819374299993
[56, 38, 90, 120] - 854.2143752799999
[56, 36, 94, 97, 120] - 673.8438671883997
[56, 36, 90, 97, 120] - 674.9470694343995
[56, 90, 94, 120] - 891.0103328500006
[24, 38, 97, 120] - 824.0852559400006
[24, 38, 94, 120] - 791.8571632299999
[24, 36, 38, 120] - 788.0308169700003
[24, 38, 90, 120] - 821.1809338999997
[24, 94, 97, 120] - 840.8163480099989
[24, 36, 97, 120] - 836.180474619999
[24, 90, 97, 120] - 870.3638548600005
[24, 36, 94, 120] - 835.0190303700005
[24, 90, 94, 120] - 838.7044552000015
[24, 36, 90, 120] - 835.2773268299992
[67, 71, 120] - 802.8515550000027
[38, 90, 71, 120] - 693.546607749998
[71, 94, 97, 120] - 692.2895172299983
[36, 71, 97, 120] - 697.7016838200007
[90, 71, 97, 120] - 728.7680307100017
[36, 71, 94, 120] - 721.8653863299979
[90, 71, 94, 120] - 720.9384769300012
[36, 90, 71, 120] - 728.9761900100016
[67, 38, 90, 120] - 700.4775114099994
[67, 94, 97, 120] - 700.2342455300012
[67, 36, 97, 120] - 705.4007141399999
[67, 90, 97, 120] - 735.5464027300003
[67, 36, 94, 120] - 728.9005909199984
[67, 90, 94, 120] - 728.5112924300009
[67, 36, 90, 120] - 736.4590901099991
[38, 41, 120] - 771.1767809999992
[41, 97, 120] - 734.7543389999989
[94, 41, 120] - 733.7140769999996
[36, 41, 120] - 735.7316550000013
[90, 41, 120] - 776.4167799999997
[36, 38, 94, 97, 120] - 863.3850594246992
[38, 90, 94, 97, 120] - 861.8037759766
[36, 38, 90, 97, 120] - 864.0857595241986
[36, 38, 90, 94, 120] - 882.3496484145011
[36, 90, 94, 97, 120] - 921.219598341299
[88, 1, 79, 41] - 730.6920290999999
[88, 1, 79, 97] - 690.1059854000003
[88, 1, 79, 94] - 810.6293115599993
[88, 1, 79, 36] - 813.8914777700008
[88, 1, 79, 90] - 811.48564885
[88, 56, 1] - 716.7724800000008
[88, 1, 71] - 876.6203620000017
[88, 1, 67, 94] - 729.9326408100011
[88, 1, 67, 36] - 739.6559292500007
[88, 1, 67, 90] - 736.3472367500007
[88, 1, 41, 97] - 734.2925378899998
[88, 1, 94, 41] - 864.8478363799985
[88, 1, 36, 41] - 872.2662001900011
[88, 1, 90, 41] - 863.2220345800021
[88, 1, 94, 97] - 812.2715143000008
[88, 1, 36, 97] - 818.5227648999994
[88, 1, 90, 97] - 809.6382632599997
[88, 1, 36, 90, 94] - 710.4732732066977
[56, 1, 79] - 711.3829640000012
[1, 79, 71] - 892.720702999999
[1, 67, 79, 94] - 736.662886239997
[1, 67, 79, 36] - 741.0473933899992
[1, 67, 79, 90] - 743.3576605400016
[1, 79, 41, 97] - 723.18106992
[1, 79, 94, 41] - 860.0294605500035
[1, 79, 36, 41] - 862.4327615000013
[1, 79, 90, 41] - 860.7500133799997
[1, 79, 94, 97] - 826.8169592399995
[1, 79, 36, 97] - 827.4489380699995
[1, 79, 90, 97] - 825.0374691100014
[1, 79, 36, 90, 94] - 724.1508201290002
[1, 56, 71, 41] - 705.2953815199994
[1, 56, 71, 97] - 735.2331847100021
[1, 56, 71, 94] - 735.4348019300011
[1, 56, 36, 71] - 741.7760612599992
[1, 56, 90, 71] - 733.1206573600016
[1, 56, 67, 41] - 704.0162452899989
[1, 56, 67, 97] - 730.2300068700001
[1, 56, 67, 94] - 729.4679293500002
[1, 56, 67, 36] - 733.4928491200002
[1, 56, 67, 90] - 729.7470205699985
[1, 56, 41, 97] - 865.2058704500018
[1, 56, 94, 41] - 864.3810242300004
[1, 56, 36, 41] - 868.0436113999988
[1, 56, 90, 41] - 861.213349370001
[1, 56, 38] - 714.811527
[1, 56, 36, 94, 97] - 674.9203271659992
[1, 56, 90, 97] - 891.0096572900026
[1, 56, 90, 94] - 892.0115243400002
[1, 56, 36, 90] - 894.3772608600001
[1, 24, 90] - 737.7485129999991
[1, 67, 90, 71, 41] - 714.0249981336988
[1, 67, 38, 71] - 870.2498207599989
[1, 67, 90, 71, 97] - 686.5429079586006
[1, 67, 36, 71, 94] - 715.3724767952003
[1, 67, 90, 71, 94] - 709.3208116531008
[1, 67, 36, 90, 71] - 721.4410780771016
[1, 38, 71, 41] - 844.8201488399998
[1, 90, 71, 41, 97] - 696.9323367080988
[1, 36, 71, 94, 41] - 745.0736955679974
[1, 90, 71, 94, 41] - 736.5136747432002
[1, 36, 90, 71, 41] - 748.2068370739987
[1, 38, 71, 97] - 792.936774399999
[1, 38, 71, 94] - 800.342551029999
[1, 36, 38, 71] - 814.551132389999
[1, 38, 90, 71] - 867.4342086200003
[1, 36, 71, 94, 97] - 708.3588988502005
[1, 90, 71, 94, 97] - 701.0838055407012
[1, 36, 90, 71, 97] - 709.0588495142995
[1, 36, 90, 71, 94] - 798.5400163889
[1, 67, 38, 90, 41] - 678.9887430131995
[1, 67, 94, 41, 97] - 693.2043975070003
[1, 67, 36, 41, 97] - 699.8987255551995
[1, 67, 90, 41, 97] - 742.7609952583997
[1, 67, 36, 94, 41] - 788.6854964698008
[1, 67, 90, 94, 41] - 784.2843822461988
[1, 67, 36, 90, 41] - 794.2453992973994
[1, 67, 38, 97] - 870.1254201099994
[1, 67, 38, 94] - 878.7841861799998
[1, 67, 36, 38] - 894.9074270299992
[1, 67, 36, 94, 97] - 761.1424460918003
[1, 67, 90, 94, 97] - 756.7386835659014
[1, 67, 36, 90, 97] - 764.3268690944993
[1, 67, 36, 90, 94] - 852.7001284039983
[1, 38, 41, 97] - 826.8734160900004
[1, 38, 94, 41] - 841.5695426400008
[1, 36, 38, 41] - 856.094597779999
[1, 36, 94, 41, 97] - 821.0848112298985
[1, 90, 94, 41, 97] - 814.417058802001
[1, 36, 90, 41, 97] - 820.0111378378018
[1, 36, 90, 94, 41] - 946.7910162905991
[1, 38, 94, 97] - 801.8318015100003
[1, 36, 38, 97] - 814.6309508800007
[1, 38, 90, 97] - 866.6881620400004
[1, 36, 38, 94] - 892.5628247000008
[1, 38, 90, 94] - 882.5543472300014
[1, 36, 38, 90] - 900.0398381300012
[1, 36, 90, 94, 97] - 893.6902879165993
[88, 56, 79] - 862.6869250000001
[88, 24, 79] - 891.1365700000014
[88, 79, 71, 97] - 706.1324676799989
[88, 79, 71, 94] - 796.98281097
[88, 79, 36, 71] - 805.3725074599992
[88, 79, 90, 71] - 804.2912724099975
[88, 67, 79, 97] - 776.9179298199995
[88, 67, 79, 94] - 870.0945624100012
[88, 67, 79, 36] - 877.141338920003
[88, 67, 79, 90] - 882.8029884199999
[88, 79, 41, 97] - 699.1229246899985
[88, 79, 94, 41] - 843.3984371600005
[88, 79, 36, 41] - 843.7143735200005
[88, 79, 90, 41] - 843.7931059
[88, 79, 38, 94] - 712.7521322299989
[88, 79, 36, 38] - 725.8789705300004
[88, 79, 38, 90] - 720.140510080001
[88, 79, 36, 94, 97] - 796.5068459623001
[88, 79, 90, 94, 97] - 792.6600108761975
[88, 79, 36, 90, 97] - 799.7266034521991
[88, 79, 36, 90, 94] - 901.8403590950985
[88, 56, 24] - 800.7396860000003
[88, 56, 71] - 741.1159120000005
[88, 67, 56] - 736.3905629999988
[88, 56, 41] - 793.9352079999986
[88, 56, 38] - 718.2744920000005
[88, 56, 36, 94, 97] - 682.5535129621004
[88, 56, 90, 94, 97] - 676.1014360030014
[88, 56, 36, 90, 97] - 677.828320162702
[88, 56, 36, 90, 94] - 676.7162109900994
[88, 24, 94, 97] - 708.3420718100003
[88, 24, 36, 97] - 710.7747388700012
[88, 24, 90, 97] - 710.4933688400001
[88, 24, 36, 94] - 794.1041721599994
[88, 24, 90, 94] - 796.0649016999981
[88, 24, 36, 90] - 799.2578865200011
[88, 67, 71, 97] - 718.6512799700021
[88, 67, 71, 94] - 797.2763655900004
[88, 67, 36, 71] - 811.7561426800002
[88, 67, 90, 71] - 810.1443805400013
[88, 71, 41] - 880.0397960000026
[88, 38, 71, 94] - 718.4640209100002
[88, 36, 38, 71] - 732.4295971300019
[88, 38, 90, 71] - 726.0211002400001
[88, 71, 94, 97] - 886.6583240399992
[88, 36, 90, 71, 97] - 675.3656254964012
[88, 36, 90, 71, 94] - 750.2260319563986
[88, 67, 94, 41] - 721.2536552099994
[88, 67, 36, 41] - 726.3579782299993
[88, 67, 90, 41] - 725.8075552099992
[88, 67, 38, 97] - 734.6221569599998
